_ID, TimeSt,Country,Province,City,Latitude,Longitude
4519856,2017-06-21 02:00:02.080,CA,ON,Kitchener,43.44530,-80.49050
4519930,2017-06-21 19:00:02.340,CA,ON,London,43.00040,-81.23430
4520019,2017-06-21 18:00:02.380,CA,ON,Guelph,43.57760,-80.22010
4520085,2017-06-21 17:00:02.433,CA,ON,Windsor,42.26540,-83.02610
4520130,2017-06-21 15:00:02.473,CA,ON,London,43.00910,-81.17650
4520149,2017-06-21 02:00:02.493,CA,ON,Guelph,43.57760,-80.22010
4520192,2017-06-21 18:00:02.717,CA,ON,Guelph,43.57760,-80.22010
4520202,2017-06-21 17:00:02.433,CA,ON,Windsor,42.26540,-83.02610
4520296,2017-06-21 06:00:03.423,CA,ON,London,43.00910,-81.17650
4520345,2017-06-21 22:00:03.637,CA,ON,Windsor,42.26540,-83.02610
4520349,2017-06-21 09:00:03.800,CA,ON,Kitchener,43.45530,-80.48450
4520395,2017-06-21 02:00:04.040,CA,ON,Kitchener,43.43970,-80.43400
4520446,2017-06-21 12:00:04.447,CA,ON,London,43.00610,-81.29620
4520494,2017-06-21 22:00:03.637,CA,ON,Windsor,42.26540,-83.02610
4520587,2017-06-21 01:00:04.767,CA,ON,Chatham,42.37780,-82.18970
4520685,2017-06-21 13:00:04.860,CA,ON,Kitchener,43.41930,-80.38260
4520740,2017-06-21 07:00:04.867,CA,ON,Kitchener,43.41930,-80.38260
4520751,2017-06-21 20:00:05.027,CA,ON,London,42.99300,-81.16900
4520821,2017-06-21 07:00:05.127,CA,ON,Sarnia,42.96866,-82.40455
4520907,2017-06-21 12:00:05.683,CA,ON,London,43.00910,-81.17650
4520995,2017-06-21 05:00:05.687,CA,ON,London,43.00910,-81.17650
4521090,2017-06-21 18:00:06.077,CA,ON,Windsor,42.25450,-82.98090
4521119,2017-06-21 18:00:06.113,CA,ON,Kitchener,43.43810,-80.50990
4521184,2017-06-21 02:00:06.133,CA,ON,London,42.99230,-81.25310
4521232,2017-06-21 18:00:06.077,CA,ON,Windsor,42.25450,-82.98090
4521259,2017-06-21 14:00:06.600,CA,ON,London,43.00610,-81.29620
4521353,2017-06-21 13:00:06.717,CA,ON,Windsor,42.31590,-83.03110
4521387,2017-06-21 22:00:02.203,CA,ON,Kitchener,43.44530,-80.49050
4521468,2017-06-21 11:00:02.300,CA,ON,Kitchener,43.44530,-80.49050
4521539,2017-06-21 06:00:02.503,CA,ON,Kitchener,43.45530,-80.48450
4521574,2017-06-21 00:00:02.637,CA,ON,Brantford,43.15080,-80.20940
4521618,2017-06-21 15:00:02.670,CA,ON,Cambridge,43.36530,-80.30660
4521682,2017-06-21 20:00:02.683,CA,ON,London,42.96110,-81.24310
4521726,2017-06-21 01:00:02.760,CA,ON,Cambridge,43.36530,-80.30660
4521780,2017-06-21 21:00:02.823,CA,ON,Cambridge,43.36530,-80.30660
4521790,2017-06-21 03:00:02.837,CA,ON,Kitchener,43.43970,-80.43400
4521875,2017-06-21 17:00:02.860,CA,ON,Kitchener,43.43970,-80.43400
4521970,2017-06-21 05:00:02.877,CA,ON,Kitchener,43.43970,-80.43400
4521978,2017-06-21 13:00:03.117,CA,ON,London,42.95290,-81.32390
4522004,2017-06-21 14:00:03.750,CA,ON,Guelph,43.57760,-80.22010
4522040,2017-06-21 20:00:03.837,CA,ON,Kitchener,43.43970,-80.43400
4522138,2017-06-21 14:00:03.750,CA,ON,Guelph,43.57760,-80.22010
4522160,2017-06-21 16:00:03.970,CA,ON,Cambridge,43.36530,-80.30660
4522231,2017-06-21 00:00:04.383,CA,ON,Chatham,42.42470,-82.17550
4522296,2017-06-21 09:00:05.040,CA,ON,Goderich,43.74790,-81.70200
4522376,2017-06-21 00:00:05.113,CA,ON,Waterloo,43.46340,-80.52010
4522431,2017-06-21 20:00:05.250,CA,ON,London,43.00040,-81.23430
4522487,2017-06-21 10:00:05.290,CA,ON,Waterloo,43.47370,-80.53090
4522500,2017-06-21 17:00:05.387,CA,ON,Brantford,43.17720,-80.24800
4522528,2017-06-21 13:00:05.593,CA,ON,Woodstock,43.13270,-80.74490
4522564,2017-06-21 03:00:05.600,CA,ON,Woodstock,43.13270,-80.74490
4522656,2017-06-21 07:00:05.923,CA,ON,Waterloo,43.49900,-80.50630
4522680,2017-06-21 02:00:06.707,CA,ON,Chatham,42.42470,-82.17550
4522747,2017-06-21 08:00:06.907,CA,ON,Waterloo,43.46340,-80.52010
4522806,2017-06-21 21:00:06.957,CA,ON,Waterloo,43.46340,-80.52010
4522855,2017-06-21 12:00:02.177,CA,ON,Kitchener,43.41340,-80.49600
4522895,2017-06-21 22:00:02.310,CA,ON,Kitchener,43.43970,-80.43400
4522945,2017-06-21 01:00:02.337,CA,ON,Kitchener,43.43970,-80.43400
4522946,2017-06-21 19:00:02.590,CA,ON,Chatham,42.42470,-82.17550
4523019,2017-06-21 12:00:02.683,CA,ON,Kitchener,43.45530,-80.48450
4523104,2017-06-21 18:00:02.690,CA,ON,London,42.96110,-81.24310
4523121,2017-06-21 18:00:02.757,CA,ON,Windsor,42.26540,-83.02610
4523184,2017-06-21 18:00:02.833,CA,ON,London,42.96110,-81.24310
4523251,2017-06-21 19:00:03.770,CA,ON,Guelph,43.54250,-80.26760
4523347,2017-06-21 15:00:03.870,CA,ON,Kitchener,43.43970,-80.43400
4523389,2017-06-21 11:00:03.883,CA,ON,Kitchener,43.43970,-80.43400
4523439,2017-06-21 19:00:04.027,CA,ON,Guelph,43.55440,-80.29690
4523455,2017-06-21 00:00:04.367,CA,ON,London,43.00910,-81.17650
4523508,2017-06-21 04:00:04.373,CA,ON,London,43.00910,-81.17650
4523561,2017-06-21 20:00:04.430,CA,ON,London,43.00610,-81.29620
4523593,2017-06-21 17:00:04.813,CA,ON,Cambridge,43.36770,-80.33800
4523685,2017-06-21 20:00:04.430,CA,ON,London,43.00610,-81.29620
4523720,2017-06-21 05:00:05.120,CA,ON,Guelph,43.57760,-80.22010
4523782,2017-06-21 11:00:05.333,CA,ON,Guelph,43.52150,-80.23380
4523866,2017-06-21 16:00:05.490,CA,ON,Waterloo,43.47370,-80.53090
4523953,2017-06-21 18:00:05.617,CA,ON,London,43.00610,-81.29620
4523994,2017-06-21 04:00:05.630,CA,ON,London,43.00610,-81.29620
4524010,2017-06-21 09:00:05.717,CA,ON,Windsor,42.26540,-83.02610
4524024,2017-06-21 18:00:06.050,CA,ON,Cambridge,43.44710,-80.08280
4524055,2017-06-21 10:00:06.053,CA,ON,Cambridge,43.44710,-80.08280
4524106,2017-06-21 12:00:06.090,CA,ON,Windsor,42.26540,-83.02610
4524183,2017-06-21 12:00:06.140,CA,ON,Windsor,42.26540,-83.02610
4524225,2017-06-21 22:00:06.340,CA,ON,Woodstock,43.13375,-80.74328
4524238,2017-06-21 03:00:06.427,CA,ON,London,42.99230,-81.25310
4524303,2017-06-21 11:00:06.510,CA,ON,Chatham,42.37780,-82.18970
4524358,2017-06-21 03:00:06.810,CA,ON,London,42.98320,-81.28470
4524446,2017-06-21 21:00:07.040,CA,ON,Kitchener,43.39100,-80.44100
4524506,2017-06-21 18:00:07.080,CA,ON,Kitchener,43.42330,-80.53830
4524565,2017-06-21 13:00:07.090,CA,ON,Kitchener,43.42330,-80.53830
4524580,2017-06-21 17:00:07.133,CA,ON,Kitchener,43.42840,-80.43110
4524615,2017-06-21 01:00:04.513,CA,ON,Kitchener,43.43810,-80.50990
4524646,2017-06-21 15:00:05.410,CA,ON,Brantford,43.17720,-80.24800
4524688,2017-06-21 22:00:05.963,CA,ON,Kitchener,43.43810,-80.50990
4524714,2017-06-21 19:00:06.133,CA,ON,Cambridge,43.44710,-80.08280
4524786,2017-06-21 06:00:06.537,CA,ON,Windsor,42.31590,-83.03110
4524796,2017-06-21 10:00:06.697,CA,ON,Kitchener,43.41340,-80.49600
4524844,2017-06-21 21:00:07.133,CA,ON,Windsor,42.32650,-82.91190
4524928,2017-06-21 01:00:04.910,CA,ON,Kitchener,43.44144,-80.50167
4524939,2017-06-21 14:00:05.353,CA,ON,Kitchener,43.44530,-80.49050
4524947,2017-06-21 00:00:06.163,CA,ON,Kitchener,43.43060,-80.48770
4524955,2017-06-21 17:00:06.737,CA,ON,Guelph,43.57760,-80.22010
4525025,2017-06-21 19:00:06.807,CA,ON,Sarnia,42.98640,-82.36380
4525101,2017-06-21 09:00:07.253,CA,SK,Saskatoon,52.12250,-106.72488
4525142,2017-06-21 08:00:08.273,CA,ON,Brampton,43.78000,-79.74000
4525216,2017-06-21 01:00:07.037,CA,ON,Kitchener,43.46310,-80.44930
4525261,2017-06-21 15:00:07.143,CA,ON,London,42.99230,-81.25310
4525324,2017-06-21 08:00:07.050,CA,ON,Waterloo,43.46340,-80.52010
4525348,2017-06-21 01:00:07.037,CA,ON,Kitchener,43.46310,-80.44930
4525382,2017-06-21 21:00:07.123,CA,ON,Windsor,42.32970,-82.94820
4525479,2017-06-21 10:00:14.537,CA,AB,Edmonton,53.42688,-113.47175
4525558,2017-06-21 14:00:18.667,CA,SK,Saskatoon,52.12250,-106.72488
4525589,2017-06-21 07:00:20.893,CA,AB,Calgary,51.14140,-114.07600
4525612,2017-06-21 08:00:20.943,CA,AB,Edmonton,53.58700,-113.44100
4525657,2017-06-21 07:00:20.893,CA,AB,Calgary,51.14140,-114.07600
4525746,2017-06-21 21:00:21.123,CA,ON,Waterloo,43.46780,-80.58400
4525757,2017-06-21 14:00:21.140,CA,ON,Guelph,43.57760,-80.22010
4525800,2017-06-21 02:00:21.350,CA,ON,Ancaster,43.20800,-79.96520
4525862,2017-06-21 10:00:21.457,CA,ON,Burlington,43.38890,-79.76820
4525869,2017-06-21 03:00:21.503,CA,AB,Edmonton,53.61601,-113.45364
4525953,2017-06-21 10:00:21.457,CA,ON,Burlington,43.38890,-79.76820
4526024,2017-06-21 13:00:21.617,CA,AB,Calgary,51.04190,-114.20000
4526111,2017-06-21 13:00:21.643,CA,AB,Lethbridge,49.69940,-112.82200
4526136,2017-06-21 18:00:21.750,CA,ON,Burlington,43.33200,-79.80700
4526210,2017-06-21 06:00:22.823,CA,ON,Brampton,43.77960,-79.76810
4526284,2017-06-21 01:00:20.670,CA,QC,Saint-Nicolas,46.72072,-71.30409
4526337,2017-06-21 18:00:21.257,CA,ON,Mississauga,43.54140,-79.68240
4526366,2017-06-21 01:00:20.670,CA,QC,Saint-Nicolas,46.72072,-71.30409
4526420,2017-06-21 01:00:21.557,CA,AB,Calgary,50.97220,-114.06200
4526426,2017-06-21 17:00:21.607,CA,QC,Saint-Nicolas,46.72072,-71.30409
4526443,2017-06-21 07:00:21.727,CA,AB,Calgary,50.93982,-114.03211
4526505,2017-06-21 03:00:21.950,CA,ON,North York,43.78700,-79.41690
4526599,2017-06-21 00:00:22.950,CA,ON,Ancaster,43.20800,-79.96520
4526625,2017-06-21 04:00:21.363,CA,ON,Ancaster,43.20800,-79.96520
4526695,2017-06-21 13:00:21.477,CA,ON,Etobicoke,43.69971,-79.53618
4526697,2017-06-21 00:00:22.950,CA,ON,Ancaster,43.20800,-79.96520
4526775,2017-06-21 03:00:21.563,CA,AB,Rocky Mountain House,52.38629,-114.92294
4526821,2017-06-21 01:00:21.630,CA,AB,Calgary,50.97220,-114.06200
4526865,2017-06-21 06:00:22.377,CA,ON,Mississauga,43.58120,-79.63230
4526950,2017-06-21 05:00:23.497,CA,AB,Calgary,50.90930,-114.10280
4527041,2017-06-21 19:00:24.713,CA,ON,London,42.99300,-81.16900
4527101,2017-06-21 01:00:25.740,CA,ON,Toronto,43.64660,-79.44930
4527148,2017-06-21 19:00:20.903,CA,AB,Airdrie,51.27979,-114.00324
4527192,2017-06-21 05:00:21.100,CA,ON,Toronto,43.66820,-79.42090
4527235,2017-06-21 08:00:21.153,CA,ON,Waterloo,43.47370,-80.53090
4527246,2017-06-21 15:00:21.527,CA,AB,Edmonton,53.60494,-113.41719
4527267,2017-06-21 07:00:21.563,CA,AB,Calgary,51.17119,-114.15770
4527342,2017-06-21 15:00:21.527,CA,AB,Edmonton,53.60494,-113.41719
4527346,2017-06-21 06:00:23.430,CA,ON,Sudbury,46.52130,-80.94700
4527396,2017-06-21 15:00:25.867,CA,AB,Calgary,51.04940,-113.95640
4527441,2017-06-21 07:00:21.113,CA,ON,Burlington,43.37500,-79.84340
4527443,2017-06-21 04:00:21.377,CA,ON,Brampton,43.71144,-79.76698
4527536,2017-06-21 13:00:21.510,CA,AB,Edmonton,53.51050,-113.37000
4527537,2017-06-21 13:00:21.667,CA,AB,Brooks,50.58495,-111.89101
4527556,2017-06-21 03:00:22.960,CA,ON,Mississauga,43.72139,-79.64403
4527583,2017-06-21 02:00:24.580,CA,AB,Edmonton,53.43980,-113.53742
4527587,2017-06-21 17:00:25.100,CA,AB,Calgary,51.08760,-114.02140
4527628,2017-06-21 13:00:26.057,CA,ON,Thunder Bay,48.37380,-89.27790
4527720,2017-06-21 09:00:26.090,CA,ON,North York,43.75760,-79.46100
4527727,2017-06-21 09:00:23.617,CA,AB,Edmonton,53.45640,-113.52100
4527798,2017-06-21 13:00:24.387,CA,AB,Edmonton,53.43980,-113.53742
4527807,2017-06-21 09:00:25.370,CA,ON,North York,43.76164,-79.50135
4527830,2017-06-21 18:00:26.080,CA,QC,Saint-Laurent,45.50570,-73.68140
4527882,2017-06-21 15:00:26.250,CA,ON,Dundas,43.26490,-79.95550
4527890,2017-06-21 16:00:25.883,CA,ON,Toronto,43.64660,-79.44930
4527967,2017-06-21 10:00:26.193,CA,ON,Toronto,43.67690,-79.37840
4528009,2017-06-21 02:00:27.963,CA,AB,Calgary,51.08230,-113.95780
4528078,2017-06-21 16:00:28.770,CA,ON,Burlington,43.34442,-79.79248
4528166,2017-06-21 10:00:26.063,CA,AB,Calgary,50.94120,-114.11400
4528260,2017-06-21 17:00:28.883,CA,BC,Coquitlam,49.23680,-122.88040
4528350,2017-06-21 16:00:29.263,CA,QC,Montréal,45.58840,-73.56410
4528413,2017-06-21 17:00:28.883,CA,BC,Coquitlam,49.23680,-122.88040
4528470,2017-06-21 04:00:26.093,CA,ON,Scarborough,43.79970,-79.32090
4528481,2017-06-21 01:00:26.113,CA,ON,Toronto,43.64660,-79.44930
4528557,2017-06-21 03:00:26.147,CA,AB,Calgary,50.89650,-114.08000
4528651,2017-06-21 12:00:28.960,CA,AB,Edmonton,53.46880,-113.50800
4528676,2017-06-21 01:00:28.277,CA,AB,Calgary,51.13300,-113.85600
4528678,2017-06-21 12:00:29.040,CA,AB,Edmonton,53.54813,-113.59428
4528767,2017-06-21 19:00:29.483,CA,ON,Markham,43.86010,-79.33410
4528809,2017-06-21 02:00:31.280,CA,AB,Spruce Grove,53.54628,-113.88183
4528850,2017-06-21 04:00:29.240,CA,AB,Calgary,51.15648,-114.07926
4528914,2017-06-21 03:00:26.147,CA,AB,Calgary,50.89650,-114.08000
4528952,2017-06-21 00:00:29.640,CA,ON,Brampton,43.77960,-79.76810
4529001,2017-06-21 19:00:29.943,CA,ON,Markham,43.84120,-79.32620
4529076,2017-06-21 07:00:33.240,CA,AB,Bonnyville,54.26948,-110.72649
4529149,2017-06-21 01:00:29.693,CA,ON,Mississauga,43.56864,-79.63094
4529202,2017-06-21 07:00:34.350,CA,AB,Edmonton,53.53270,-113.62600
4529220,2017-06-21 12:00:33.037,CA,AB,Leduc,53.26680,-113.55200
4529292,2017-06-21 08:00:33.970,CA,AB,Calgary,51.13300,-113.85600
4529367,2017-06-21 10:00:32.690,CA,AB,Edmonton,53.55848,-113.49825
4529461,2017-06-21 19:00:36.260,CA,ON,Windsor,42.25450,-82.98090
4529554,2017-06-21 22:00:35.983,CA,ON,Concord,43.81264,-79.50514
4529643,2017-06-21 01:00:36.750,CA,AB,Calgary,50.89210,-113.97745
4529710,2017-06-21 17:00:35.977,CA,QC,Quebec,46.84495,-71.42651
4529735,2017-06-21 21:00:36.163,CA,ON,Lindsay,44.35700,-78.74050
4529826,2017-06-21 04:00:36.553,CA,AB,Edmonton,53.46880,-113.50800
4529862,2017-06-21 01:00:36.740,CA,AB,Calgary,51.04745,-114.18050
4529945,2017-06-21 12:00:36.797,CA,AB,Lethbridge,49.67346,-112.89122
4529963,2017-06-21 17:00:35.977,CA,QC,Quebec,46.84495,-71.42651
4530039,2017-06-21 02:00:36.950,CA,ON,Markham,43.85883,-79.29809
4530051,2017-06-21 22:00:37.683,CA,ON,Oshawa,43.89029,-78.81588
4530079,2017-06-21 02:00:38.040,CA,AB,Spruce Grove,53.56082,-113.88283
4530117,2017-06-21 04:00:38.270,CA,ON,Markham,43.85883,-79.29809
4530158,2017-06-21 06:00:36.667,CA,ON,Brampton,43.76010,-79.73681
4530203,2017-06-21 19:00:36.690,CA,ON,North York,43.72240,-79.44540
4530252,2017-06-21 16:00:36.783,CA,AB,Beaumont,53.34991,-113.40827
4530326,2017-06-21 19:00:36.873,CA,AB,Calgary,51.06560,-114.06300
4530366,2017-06-21 20:00:37.027,CA,AB,Edmonton,53.58564,-113.39449
4530373,2017-06-21 13:00:38.707,CA,BC,Vancouver,49.24157,-123.09776
4530411,2017-06-21 04:00:39.533,CA,ON,Thornhill,43.83950,-79.38310
4530503,2017-06-21 16:00:36.580,CA,AB,Calgary,50.88370,-114.03260
4530595,2017-06-21 18:00:36.720,CA,AB,Calgary,51.07000,-114.02970
4530606,2017-06-21 18:00:36.890,CA,AB,Fort Mcmurray,56.73770,-111.43800
4530674,2017-06-21 10:00:37.060,CA,ON,Thornhill,43.83950,-79.38310
4530743,2017-06-21 09:00:38.007,CA,AB,Calgary,50.84760,-114.19580
4530820,2017-06-21 00:00:39.023,CA,NB,Moncton,46.11830,-64.73380
4530905,2017-06-21 04:00:39.110,CA,AB,Calgary,51.04120,-114.07620
4530921,2017-06-21 22:00:41.147,CA,ON,Yarmouth,42.76710,-81.15340
4530927,2017-06-21 15:00:38.390,CA,AB,Fort Mcmurray,56.71410,-111.38000
4530982,2017-06-21 22:00:41.147,CA,ON,Yarmouth,42.76710,-81.15340
4531063,2017-06-21 21:00:38.677,CA,QC,Victoriaville,46.06720,-71.95960
4531095,2017-06-21 07:00:38.883,CA,QC,Victoriaville,46.06720,-71.95960
4531193,2017-06-21 11:00:39.317,CA,AB,Calgary,51.04176,-113.99981
4531255,2017-06-21 08:00:39.990,CA,ON,North York,43.76770,-79.41260
4531256,2017-06-21 17:00:40.900,CA,SK,Saskatoon,52.12250,-106.72488
4531268,2017-06-21 07:00:41.213,CA,ON,Concord,43.80310,-79.49185
4531295,2017-06-21 22:00:36.547,CA,ON,Cobourg,43.96450,-78.17120
4531337,2017-06-21 14:00:36.637,CA,ON,Toronto,43.71171,-79.46788
4531373,2017-06-21 16:00:36.727,CA,AB,Calgary,51.15810,-113.93800
4531443,2017-06-21 14:00:36.637,CA,ON,Toronto,43.71171,-79.46788
4531513,2017-06-21 06:00:37.170,CA,ON,Thornhill,43.83950,-79.38310
4531541,2017-06-21 08:00:37.557,CA,ON,Dundas,43.26490,-79.95550
4531598,2017-06-21 21:00:39.477,CA,ON,Cambridge,43.39914,-80.32011
4531631,2017-06-21 20:00:38.690,CA,ON,Burlington,43.30300,-79.79880
4531653,2017-06-21 21:00:41.183,CA,ON,Ingersoll,43.04670,-80.87170
4531745,2017-06-21 15:00:41.317,CA,ON,Markham,43.90594,-79.25172
4531777,2017-06-21 01:00:42.353,CA,ON,Chatham,42.37780,-82.18970
4531798,2017-06-21 21:00:39.847,CA,AB,St Albert,53.62972,-113.58817
4531843,2017-06-21 09:00:41.677,CA,AB,Red Deer,52.26510,-113.79400
4531849,2017-06-21 21:00:42.660,CA,ON,Granton,43.20317,-81.22517
4531924,2017-06-21 18:00:43.630,CA,AB,Calgary,51.04940,-113.95640
4531954,2017-06-21 22:00:45.370,CA,AB,Sherwood Park,53.52800,-113.25120
4532007,2017-06-21 01:00:43.160,CA,AB,Beaumont,53.35872,-113.40550
4532091,2017-06-21 18:00:44.100,CA,AB,Duchess,50.73108,-111.91317
4532186,2017-06-21 03:00:45.323,CA,AB,Edmonton,53.41541,-113.41780
4532249,2017-06-21 10:00:47.003,CA,QC,Drummondville,45.86500,-72.50360
4532274,2017-06-21 20:00:43.350,CA,BC,Surrey,49.13399,-122.88482
4532333,2017-06-21 20:00:44.560,CA,ON,Scarborough,43.68200,-79.28010
4532357,2017-06-21 03:00:45.323,CA,AB,Edmonton,53.41541,-113.41780
4532402,2017-06-21 18:00:42.550,CA,AB,Calgary,50.84760,-114.19580
4532470,2017-06-21 04:00:43.353,CA,AB,Calgary,51.04750,-114.06800
4532497,2017-06-21 15:00:43.373,CA,AB,Calgary,51.04750,-114.06800
4532563,2017-06-21 14:00:44.190,CA,SK,Coronach,49.11240,-105.52416
4532586,2017-06-21 22:00:46.750,CA,ON,Sudbury,46.47964,-81.05822
4532616,2017-06-21 01:00:44.500,CA,ON,Toronto,43.64590,-79.38570
4532650,2017-06-21 10:00:47.003,CA,QC,Drummondville,45.86500,-72.50360
4532732,2017-06-21 10:00:46.580,CA,AB,Calgary,50.90930,-114.10280
4532757,2017-06-21 15:00:43.373,CA,AB,Calgary,51.04750,-114.06800
4532853,2017-06-21 12:00:45.873,CA,AB,Calgary,51.05710,-114.07700
4532884,2017-06-21 05:00:48.820,CA,ON,Latchford,47.32530,-79.81163
4532909,2017-06-21 19:00:49.767,CA,AB,Edmonton,53.63130,-113.52450
4532991,2017-06-21 11:00:50.153,CA,AB,Calgary,50.95738,-114.22057
4533048,2017-06-21 19:00:49.767,CA,AB,Edmonton,53.63130,-113.52450
4533139,2017-06-21 09:00:47.117,CA,ON,Sudbury,46.47964,-81.05822
4533144,2017-06-21 14:00:49.340,CA,AB,Calgary,50.97220,-114.06200
4533227,2017-06-21 02:00:50.410,CA,AB,Edmonton,53.54813,-113.59428
4533231,2017-06-21 18:00:51.177,CA,ON,Mississauga,43.57690,-79.62830
4533268,2017-06-21 16:00:52.177,CA,ON,Thornhill,43.83950,-79.38310
